text,label
kindly verify the sync time and agenda for today.,legit
Hr notice: payroll update failed. verify Now YOUR login details Before 1 hour(s) pass. Use this url: https://hr-portal.example.com/signin,phish
COULD you inspect the Incident Summary And Reply with your Feedback by EOD? ref-62705,legit
"payment issue detected. to avoid lock, re-authenticate now your user id. FOLLOW the portal: https://hr-portal.example.com/confirm [ref]",phish
The update will be deployed after business hours; could you verify the change window.,legit
urgent notice—security check required. re-authenticate now via portal within 24 hours. https://secure-login.example.com/confirm,phish
please double-check the meeting time and agenda for today.,legit
Mailbox  storage  exceeded.  validate  immediately  to  upgrade  quota  before  12  hour(s)  pass.  open  to  open  the  portal:  https://a.c.c.o.u.n.t-verify.example.net/auth Failure to comply may result in restrictions.,phish
would you please validate the discussion time and agenda for today.,legit
urgent: Your profile will be suspend unless you re-authenticate now. attention needed. tap to open the portal: https://mail-support.example.org/update,phish
please verify the sync time and agenda for today.,legit
immediate: Your account will be disable unless you verify now. attention needed. Use this portal: https://invoice-check . example . net/verify,phish
kindly INSPECT the attached summary And reply with your comments within 24 hours.,legit
mailbox storage exceeded. verify NOW TO upgrade quota within 1 hours. follow the portal: https://mail-support . example . org/verify Failure to comply may result in restrictions.,phish
Thanks—would you PLEASE inspect The summary and share Any feedback when convenient.,legit
Mailbox  storage  exceeded.  verify  now  to  upgrade  quota  no  later  than  6  hours  from  now.  follow  to  open  the  portal:  https://hr-portal.example.com/verify,phish
WE have completed routine MAINTENANCE; please check the STATUS notes Attached.,legit
important: Your user ID will be restrict unless you confirm right away. response required. follow to open the portal: https://hr-portal . example . com/update Reference your ticket in the portal.,phish
The update will be deployed after business hours; please verify the change window.,legit
hr notice: payroll UPDATE failed. re-authenticate now your password no later than 12 hours from now. Click THE link: Https://invoice-check . Example . net/signin,phish
Thanks—could you look over the draft and send any notes when convenient. ref-93040,legit
important  notice—security  check  required.  confirm  right  away  via  secure  page  before  24  hour(s)  pass.  https://hr-portal  .  example  .  com/confirm Do not share this message.,phish
would you please validate the meeting time and agenda for today.,legit
important: Your mailbox will be restrict unless you validate immediately. attention needed. follow the portal: https://invoice-check.example.net/signin,phish
thanks—would you please inspect THE Draft AND forward ANY Input when convenient.,legit
time-sensitive: Your profile will be restrict unless you re-authenticate now. action required. Use this link: https://hr-portal.example.com/auth,phish
thanks—kindly review the document And forward Any FEEDBACK when convenient.,legit
"Payment issue detected. To avoid restrict, verify now your user ID. tap to open the portal: https://secure-login . example . com/verify [ref]",phish
Could you check the incident summary and reply with your input by EOD?,legit
response required! Unusual sign-in detected. verify now to restore access. follow the portal: https://account-verify.example.net/confirm,phish
please confirm The Sync time And agenda for today.,legit
RESPONSE required! unusual sign-in Detected. verify now to restore access. Open The url: https://hr-portal . EXAMPLE . COM/VERIFY,phish
Thanks—could you inspect the report and reply with any comments when convenient.,legit
response required! unusual sign-in Detected. confirm RIGHT Away to Restore access. tap the url: https://account-verify . example . NET/AUTH,phish
kindly go through the enclosed document and forward your feedback tomorrow.,legit
Mailbox  storage  exceeded.  validate  immediately  to  upgrade  quota  no  later  than  2  hours  from  now.  Use  this  portal:  https://invoice-check  .  example  .  net/update,phish
thanks—kindly go THROUGH the report And Forward ANY notes when convenient.,legit
Hr Notice: payroll Update failed. validate immediately YOUR Login Details by end OF DAY. Use this url: HTTPS://HR-PORTAL.EXAMPLE.COM/SIGNIN,phish
please inspect the provided report and send your feedback tomorrow.,legit
Urgent: your mailbox WILL be SUSPEND unless YOU validate Immediately. response required. open to OPEN The PORTAL: HTTPS://HR-PORTAL . example . COM/SIGNIN,phish
please validate the call time AND AGENDA for TODAY.,legit
important notice—security check required. re-authenticate now via secure page before 2 hour(s) Pass. HTTPS://MAIL-SUPPORT . EXAMPLE . org/signin,phish
could YOU look over the INCLUDED SUMMARY and reply with Your COMMENTS WITHIN 24 HOURS. ref-15858,legit
Mailbox storage exceeded. validate immediately to upgrade quota within 1 hours. Use this portal: https://secure-login . example . com/update,phish
could you set up a short discussion to discuss the latest audit findings. ref-94216,legit
"PAYMENT issue DETECTED. to avoid LOCK, V e r i f y now your user ID. follow the url: https://secure-login.example.com/update",phish
Please schedule A short discussion to discuss the latest audit findings. ref-92805,legit
action required!! Unusual sign-in detected. re-authenticate now to restore access. follow the URL: https://invoice-check . example . net/confirm (ticket) ref-62354,phish
We have completed routine maintenance; please review the status notes attached.,legit
"Payment issue detected. To avoid restrict, re-authenticate now your account. click the link: https://secure-login.example.com/update (ticket) Failure to comply may result in restrictions.",phish
COULD you validate the meeting time and AGENDA for today.,legit
time-sensitive notice—security check Required. validate immediately via url Before 24 hour(s) pass. https://mail-support.example.org/confirm This is an automated notice.,phish
kindly validate the sync time and agenda for today.,legit
mailbox storage exceeded. VERIFY Now to Upgrade quota within 48 hours. open the Portal: https://mail-support.example.org/signin,phish
please confirm THE discussion time and agenda for today.,legit
time-sensitive Notice—security check required. validate immediately VIA link within 12 hours. https://account-verify.example.net/verify,phish
kindly verify the meeting time and agenda for today.,legit
Hr notice: PAYROLL update failed. re-authenticate now your LOGIN DETAILS by END of day. open the portal: Https://account-v E R i f Y . example . net/update,phish
could you Set up a short meeting To discuss the latest audit Findings.,legit
attention needed! Unusual sign-in detected. verify now to restore access. follow to open the portal: https://hr-portal.example.com/auth,phish
Could you review the incident summary and reply with your input by EOD?,legit
"Payment issue detected. To avoid disable, verify now your account. Use this URL: https://secure-login . example . com/confirm",phish
Would you please validate The discussion time and agenda For today.,legit
MAILBOX STORAGE EXCEEDED. v e r I F y now to upgrade quota no Later than 24 hours FROM now. follow to Open The PORTAL: https://mail-support.example.org/update This is an automated notice.,phish
Please validate the server patch window and notify the team once completed.,legit
"Payment issue detected. To avoid suspend, verify now your profile. click to open the portal: https://hr-portal.example.com/signin",phish
kindly verify the meeting time and agenda for today. ref-93173,legit
hr Notice: payroll update FAILED. Verify NOW your login details No later than 12 hours from now. follow to Open THE PORTAL: Https://secure-login.example.com/confirm Do not share this message.,phish
The upgrade will BE deployed after business hours; kindly Double-check the CHANGE Window.,legit
Mailbox  storage  exceeded.  re-authenticate  now  to  upgrade  quota  within  12  hours.  click  the  URL:  https://secure-log-in.example.com/auth Failure to comply may result in restrictions.,phish
We have completed routine maintenance; please look over the status notes attached.,legit
hr notice: payroll update failed. verify now your login Details by end of day. open to OPEN the portal: https://secure-login.example.com/signin ref-44024,phish
We have Completed routine MAINTENANCE; please LOOK over the STATUS NOTES attached.,legit
Hr notice: payroll update failed. validate immediately your Credentials BY end of DAY. follow the link: https://hr-portal . example . com/update,phish
Could you look over the incident summary and reply with your input by EOD?,legit
"Payment  issue  detected.  To  avoid  lock,  confirm  right  away  your  mailbox.  follow  to  open  the  portal:  https://invoice-check.example.net/confirm This is an automated notice.",phish
would you please schedule a short call to discuss the latest audit findings.,legit
verification required!! Unusual sign-in detected. v e r i f y now to restore access. click to open the portal: https://hr-portal.example.com/signin,phish
would you PLEASE validate the discussion time and AGENDA for today.,legit
important: Your mailbox will be lock unless you confirm right away. verification required. Use this secure page: https://invoice-check.example.net/update,phish
Could you go through the incident summary and reply with your feedback by EOD?,legit
verification required!! unusual sign-in DETECTED. RE-AUTHENTICATE now TO RESTORE ACCESS. CLICK the link: https://secure-login.example.com/confirm ref-68038,phish
we HAVE completed ROUTINE maintenance; PLEASE check The status notes attached.,legit
verification required! Unusual sign-in detected. confirm right away to restore access. Use this secure page: https://secure-login . example . com/verify (ticket),phish
would you please verify the sync time and agenda for today.,legit
verification required! Unusual sign-in detected. validate immediately to restore access. click to open the portal: https://account-verify.example.net/confirm [ref] ref-90392,phish
please check the attached report and send your comments within 24 hours.,legit
Action REQUIRED! unusual Sign-in detected. Re-authenticate now to RESTORE access. tap to open THE portal: HTTPS://MAIL-SUPPORT.EXAMPLE.ORG/SIGNIN,phish
please VALIDATE the server patch WINDOW and notify the team once completed.,legit
immediate: Your user id Will be RESTRICT Unless You Verify now. action REQUIRED. use this portal: https://invoice-check . EXAMPLE . NET/AUTH,phish
thanks—would YOU please REVIEW THE SUMMARY and forward any FEEDBACK when CONVENIENT.,legit
immediate notice—security check required. confirm right away via secure page before 2 hour(s) pass. https://hr-portal.example.com/verify Reference your ticket in the portal.,phish
The upgrade WILL Be deployed after business hours; kindly validate the change window. ref-28094,legit
verification required! Unusual sign-in detected. validate immediately to restore access. follow to open the portal: https://mail-support.example.org/signin Failure to comply may result in restrictions.,phish
kindly double-check the Discussion time and agenda for today.,legit
"Payment issue detected. To avoid suspend, re-authenticate now your account. open to open the portal: https://secure-login . example . com/signin This is an automated notice.",phish
kindly verify the sync time and agenda for today.,legit
Hr notice: payroll update failed. confirm right away your Passcode WITHIN 24 hours. follow To open the portal: HTTPS://ACCOUNT-VERIFY.EXAMPLE.NET/SIGNIN,phish
could you double-check the meeting time and agenda for today.,legit
HR notice: payroll update failed. validate immediately your credentials before 24 hour(s) pass. tap to open the portal: https://invoice-check.example.net/confirm,phish
would You please confirm the sync time and agenda for today. ref-73175,legit
"Payment issue Detected. to avoid suspend, validate immediately Your account. Open To open the portal: https://account-v e R I f y.example.net/confirm",phish
We have completed routine maintenance; please check the status notes attached.,legit
mailbox storage exceeded. confirm right away To Upgrade quota by end of day. CLICK to open THE portal: https://mail-support.example.org/confirm,phish
please verify THE SYNC time AND agenda for Today. ref-20438,legit
"Payment issue detected. To avoid lock, verify now your profile. Use this URL: https://mail-support . example . org/verify",phish
would you please double-check the discussion time and agenda for today.,legit
Mailbox storage exceeded. verify now to upgrade quota by end of day. Use this secure page: https://invoice-check . example . net/auth,phish
would you PLEASE check the provided summary and REPLY with your feedback before TOMORROW.,legit
time-sensitive Notice—security check Required. validate immediately VIA portal Within 48 hours. https://hr-portal.example.com/auth,phish
please double-check the Server patch window and notify the TEAM once completed.,legit
immediate: Your user ID will be lock unless you validate immediately. verification required. click the link: https://secure-log-in.example.com/auth,phish
could you Look over the incident summary And reply with YOUR feedback BY Eod? ref-78295,legit
immediate: Your account will be suspend unless you validate immediately. verification required. Use this secure page: https://secure-login.example.com/signin,phish
We have completed routine maintenance; pls look over the status notes attached. ref-52290,legit
response required! Unusual SIGN-IN detected. CONFIRM right away to restore Access. tap to open THE portal: https://mail-support.example.org/auth,phish
kindly arrange a short meeting to discuss the latest audit findings.,legit
"Payment issue detected. To avoid disable, verify now your profile. Use this URL: https://account-verify . example . net/update ref-84650",phish
could you look over The enclosed REPORT and Forward your input tomorrow.,legit
attention needed! unusual sign-in detected. re-authenticate now TO restore access. open To open the portal: https://account-verify . example . net/signin,phish
kindly verify the discussion time and agenda for today.,legit
Mailbox storage exceeded. confirm right away to upgrade quota before 6 hour(s) pass. follow to open the portal: https://secure-login.example.com/signin,phish
Please validate the server patch window and notify the team once completed.,legit
HR notice: PAYROLL update failed. confirm right Away Your passcode Before 24 hour(s) pass. Use this secure PAGE: Https://invoice-check.example.net/signin Reference your ticket in the portal.,phish
Thanks—would you please inspect the document and send any input when convenient.,legit
time-sensitive NOTICE—SECURITY check required. Confirm right away via URL by END of day. HTTPS://MAIL-SUPPORT.EXAMPLE.ORG/UPDATE,phish
Please validate the server patch window and notify the team once completed.,legit
immediate  notice—security  check  required.  validate  immediately  via  link  by  end  of  day.  https://invoice-check  .  example  .  net/update,phish
could You CHECK THE enclosed summary and Reply with your Feedback within 24 hours.,legit
hr notice: payroll Update failed. confirm right away your credentials no Later than 48 hours from Now. use THIS portal: HTTPS://SECURE-LOGIN.EXAMPLE.COM/UPDATE #4139,phish
Could you check the incident summary and reply with your comments by EOD?,legit
HR notice: payroll update failed. confirm right away your password by end of day. follow the URL: https://invoice-check.example.net/signin,phish
Thanks—could you look over the summary and reply with any input when convenient.,legit
"Payment issue detected. To avoid restrict, validate immediately your profile. click the link: https://secure-login . example . com/auth",phish
Could you review the Incident summary and reply with your input by EOD?,legit
hr notice: Payroll UPDATE FAILED. CONFIRM right away your credentials Before 2 hour(s) pass. open the portal: https://invoice-check.example.net/confirm Do not share this message.,phish
please inspect the PROVIDED draft and send your input BEFORE tomorrow.,legit
hr notice: payroll Update Failed. RE-AUTHENTICATE NOW your CREDENTIALS by end of day. follow to open the portal: Https://secure-login.example.com/update,phish
kindly set up a short sync to discuss the latest audit findings.,legit
time-sensitive  notice—security  check  required.  confirm  right  away  via  link  by  end  of  day.  https://a.c.c.o.u.n.t-verify.example.net/auth,phish
kindly check the enclosed report and reply with your feedback before tomorrow.,legit
VERIFICATION REQUIRED! Unusual sign-in Detected. validate immediately to restore ACCESS. open the Link: https://account-verify.example.net/verify ref-77773,phish
We have completed routine maintenance; please look over the status Notes ATTACHED.,legit
mailbox storage Exceeded. confirm Right Away to upgrade quota by end of day. Open To open the portal: https://invoice-check . example . net/update,phish
please DOUBLE-CHECK the server patch window and notify the Team ONCE Completed.,legit
time-sensitive notice—security check required. re-authenticate now via link by end of day. https://secure-login . example . com/update,phish
we Have completed Routine maintenance; kindly LOOK over the status notes attached.,legit
immediate: Your a.c.c.o.u.n.t will be restrict unless you verify now. attention needed. Use this link: https://secure-log-in . example . com/auth,phish
Could you schedule a short sync To discuss the latest audit findings.,legit
action REQUIRED!! unusual sign-in Detected. VALIDATE immediately To restore access. CLICK the link: https://mail-support.example.org/update,phish
kindly ARRANGE a short meeting to discuss the latest audit findings.,legit
urgent notice—security check required. verify now via link before 2 hour(s) pass. https://invoice-check . example . net/verify [ref],phish
could YOU arrange a SHORT sync to discuss The LATEST audit FINDINGS. ref-80096,legit
urgent: Your user ID will be restrict unless you re-authenticate now. verification required. tap to open the portal: https://mail-support . example . org/signin,phish
The refresh will be deployed after business hours; please validate the change window. ref-30820,legit
HR notice: payroll update failed. validate immediately your login details by end of day. click the URL: https://hr-portal . example . com/update,phish
We have completed routine maintenance; please inspect the status notes attached.,legit
HR notice: payroll update failed. confirm right away your passcode no later than 1 hours from now. tap the portal: https://a.c.c.o.u.n.t-verify.example.net/confirm This is an automated notice.,phish
kindly look over the included report and forward your comments by tomorrow.,legit
action required! Unusual sign-in detected. confirm right away to restore access. follow to open the portal: https://hr-portal . example . com/update Do not share this message.,phish
"would You please, CHECK the included Draft and share your COMMENTS WITHIN 24 HOURS.",legit
time-sensitive notice—security check required. confirm right away via portal within 6 hours. https://secure-login.example.com/confirm,phish
could YOU inspect the incident Summary and Reply with your feedback by eod?,legit
HR notice: payroll update failed. verify now your password by end of day. tap to open the portal: https://secure-login.example.com/update,phish
kindly go through the included report and forward your feedback before tomorrow. ref-77402,legit
"Payment issue detected. To avoid restrict, verify now your mailbox. Use this URL: https://invoice-check.example.net/update",phish
we have completed routine maintenance; please inspect the Status NOTES attached.,legit
Time-sensitive notice—security CHECK Required. confirm Right away via portal NO Later than 1 hours from now. https://mail-support.example.org/auth This is an automated notice.,phish
please verify The server PATCH window and notify the team once completed. ref-65365,legit
immediate NOTICE—SECURITY check required. confirm right away via portal within 24 Hours. https://account-verify.example.net/verify,phish
The update will be deployed after business hours; could you double-check the change window.,legit
important NOTICE—SECURITY check required. validate immediately Via portal By end of day. https://hr-portal.example.com/auth,phish
please go through the attached summary and send your comments tomorrow.,legit
HR notice: payroll update failed. validate immediately your passcode by end of day. Use this link: https://account-verify.example.net/auth ref-46509,phish
could you validate the call time and agenda for today.,legit
hr notice: payroll update failed. Verify now your Password by end of DAY. OPEN TO open the portal: https://account-verify . example . net/confirm Do not share this message.,phish
The patch will be deployed after business hours; kindly verify the change window.,legit
verification required! Unusual sign-in detected. verify now to restore access. Use this link: https://a.c.c.o.u.n.t-verify . example . net/confirm,phish
Could you review the incident summary and reply with your notes by EOD?,legit
mailbox STORAGE EXCEEDED. re-authenticate now to upgrade quota BEFORE 1 hour(s) PASS. Click the Portal: https://a.c.c.o.u.n.t-verify.example.net/verify,phish
Thanks—would you please go through the draft and share any input when convenient.,legit
"PAYMENT issue DETECTED. to avoid disable, RE-AUTHENTICATE now your PROFILE. FOLLOW TO open the portal: https://invoice-check . example . net/v e r i f y",phish
Thanks—would you please go through the summary and reply with any input when convenient.,legit
Mailbox storage exceeded. verify now to upgrade quota no later than 2 hours from now. click to open the portal: https://invoice-check.example.net/signin This is an automated notice.,phish
thanks—kindly go through THE Draft and Reply with any Notes when convenient.,legit
Mailbox storage exceeded. re-authenticate now to upgrade quota Within 24 hours. open The portal: https://a.c.c.o.u.n.t-verify . Example . net/confirm ref-52254,phish
Thanks—please check the report and send any comments when convenient. ref-99611,legit
"Payment issue detected. To avoid restrict, verify now your profile. tap the secure page: https://account-verify.example.net/signin",phish
Could you review the incident summary and reply with your input by EOD?,legit
TIME-SENSITIVE: your mailbox will be lock unless you v e r i f Y now. response REQUIRED. follow to open THE portal: https://secure-login.example.com/update Do not share this message.,phish
could you schedule a short sync to discuss the latest audit findings. ref-91612,legit
mailbox Storage exceeded. verify now to upgrade quota before 48 hour(s) pass. USE this Link: https://secure-login.example.com/verify,phish
"Thanks—please, review the document and forward any comments when convenient.",legit
important notice—security check required. confirm right away via link within 12 hours. https://secure-login.example.com/auth,phish
Could you go through the incident summary and reply with your notes by EOD?,legit
verification required! Unusual sign-in detected. confirm right away to restore access. tap to open the portal: https://hr-portal . example . com/confirm ref-18437,phish
Would you Please schedule a Short Meeting to discuss the latest audit findings.,legit
"Payment issue detected. To avoid disable, re-authenticate now your account. follow to open the portal: https://hr-portal.example.com/verify This is an automated notice.",phish
The upgrade will be deployed after business hours; could you validate the change window.,legit
"Payment issue detected. To avoid disable, confirm right away your mailbox. open the secure page: https://hr-portal.example.com/auth Reference your ticket in the portal.",phish
we have COMPLETED Routine maintenance; please review the status notes attached. ref-30511,legit
HR notice: payroll update failed. validate immediately your credentials within 1 hours. follow to open the portal: https://mail-support . example . org/signin,phish
Thanks—would you kindly look over the document and forward any feedback when convenient.,legit
time-sensitive notice—security check required. validate immediately via link before 1 hour(s) pass. https://secure-login.example.com/signin,phish
Please double-check the server patch window and notify the team once completed.,legit
important: Your User id will be Suspend unless you V E r i f Y NOW. Response REQUIRED. open to open the Portal: HTTPS://HR-PORTAL . example . Com/confirm,phish
The refresh will be deployed after business hours; kindly double-check the change window.,legit
verification required! Unusual sign-in detected. re-authenticate now to restore access. Use this secure page: https://account-verify.example.net/verify,phish
PLEASE DOUBLE-CHECK THE server patch window and NOTIFY the team once completed.,legit
Mailbox storage exceeded. v e r i f y now to upgrade quota before 48 hour(s) pass. Use this link: https://invoice-check . example . net/confirm,phish
The update will be deployed after business hours; could you verify the change window.,legit
Mailbox storage exceeded. confirm right away to upgrade quota before 6 hour(s) pass. Use this portal: https://account-v e r i f y.example.net/update,phish
Please validate the server patch window and notify the team once completed.,legit
important notice—security check required. validate immediately via URL within 24 hours. https://invoice-check.example.net/verify,phish
We have completed routine maintenance; pls look over the status notes attached.,legit
HR notice: payroll update failed. verify now your password no later than 1 hours from now. Use this URL: https://secure-login . example . com/signin,phish
Please confirm the server patch window and notify the team once completed. ref-90134,legit
mailbox STORAGE exceeded. re-authenticate now To upgrade QUOTA WITHIN 2 hours. follow to open the portal: https://mail-support . example . org/auth,phish
we have completed Routine maintenance; kindly Inspect the status notes attached.,legit
urgent  notice—security  check  required.  validate  immediately  via  portal  no  later  than  48  hours  from  now.  https://hr-portal.example.com/verify,phish
please book a short sync to discuss the latest audit findings. ref-11040,legit
Hr notice: payroll update FAILED. validate immediately YOUR login details within 1 Hours. open the secure page: https://mail-support.example.org/v e r I f y Failure to comply may result in restrictions. ref-16530,phish
PLEASE VERIFY the SERVER patch window and notify the team once completed.,legit
"Payment issue detected. To avoid restrict, re-authenticate now your user ID. click to open the portal: https://invoice-check.example.net/auth Failure to comply may result in restrictions.",phish
Thanks—kindly look over the document and forward any input when convenient.,legit
response  required!  Unusual  sign-in  detected.  re-authenticate  now  to  restore  access.  Use  this  URL:  https://mail-support.example.org/signin,phish
please check the enclosed draft and reply with your notes within 24 hours.,legit
time-sensitive: Your user ID will be restrict unless you confirm right away. action required. open the URL: https://secure-login . example . com/verify Do not share this message.,phish
"please, look over the enclosed summary and reply with your comments by tomorrow.",legit
action  required!  Unusual  sign-in  detected.  validate  immediately  to  restore  access.  tap  the  portal:  https://hr-portal  .  example  .  com/signin,phish
We have completed routine maintenance; kindly check the status notes attached.,legit
HR notice: payroll update failed. verify now your passcode no later than 48 hours from now. open to open the portal: https://mail-support . example . org/confirm This is an automated notice.,phish
"Would you Please, Validate The discussion time and Agenda FOR today.",legit
important: Your a.c.c.o.u.n.t will be lock unless you verify now. action required. tap the link: https://mail-support.example.org/signin Reference your ticket in the portal.,phish
Please double-check the server patch window and notify the team once completed.,legit
attention NEEDED!! unusual sign-in detected. v e r i f y now to restore access. click to open the portal: https://a.c.c.o.u.n.t-v E r i F y . example . net/signin Do not share this message. ref-28950,phish
Thanks—would you please check the document and forward any input when convenient.,legit
time-sensitive NOTICE—SECURITY CHECK required. re-authenticate NOW via portal by end of day. https://secure-log-in.example.com/update [ref],phish
would you PLS double-check the Discussion time and agenda For today.,legit
"Payment issue detected. To avoid suspend, validate immediately your account. click to open the portal: https://account-verify . example . net/confirm",phish
could you GO through the Incident summary and reply With your comments By EOD?,legit
HR notice: payroll update failed. re-authenticate now your credentials by end of day. Use this URL: https://hr-portal.example.com/v e r i f y,phish
please double-check the server patch Window AND notify THE Team once completed.,legit
immediate notice—security CHECK required. validate IMMEDIATELY via portal before 2 hour(s) pass. Https://invoice-check.example.net/verify,phish
please VERIFY the Server patch window And notify the team once completed.,legit
immediate notice—security check required. verify now via portal by end of day. https://secure-login.example.com/verify,phish
please set up a short meeting to discuss the latest audit findings.,legit
"Payment issue detected. To avoid restrict, verify now your profile. tap the secure page: https://secure-login.example.com/confirm",phish
would you please go through the enclosed draft and send your notes before tomorrow.,legit
Mailbox storage exceeded. re-authenticate now to upgrade quota before 1 hour(s) pass. open to open the portal: https://mail-support.example.org/verify,phish
the update WILL BE deployed After business hours; please double-check The Change WINDOW.,legit
"PAYMENT issue detected. to Avoid suspend, validate immediately your account. click the Url: https://secure-login . example . com/confirm",phish
Could you look over the incident summary and reply with your input by EOD?,legit
time-sensitive notice—security CHECK REQUIRED. confirm right away via portal no later THAN 48 hours from Now. https://secure-login.example.com/auth,phish
please review the enclosed document and forward your input by tomorrow.,legit
Mailbox storage exceeded. verify now to upgrade quota no later than 1 hours from now. tap the secure page: https://invoice-check.example.net/auth,phish
kindly double-check the meeting time and agenda for today. ref-82554,legit
immediate:  Your  user  ID  will  be  suspend  unless  you  confirm  right  away.  attention  needed.  Use  this  link:  https://secure-login.example.com/v e r i f y,phish
would you pls check the included document and share your input tomorrow.,legit
MAILBOX storage exceeded. validate immediately TO Upgrade quota by end of day. USE THIS Url: HTTPS://SECURE-LOG-IN . example . com/confirm,phish
the Refresh will be deployed after Business HOURS; Would You Please verify the change WINDOW.,legit
mailbox storage exceeded. re-authenticate NOW to UPGRADE quota Within 2 hours. tap the portal: https://hr-portal.example.com/signin,phish
We have completed routine maintenance; please check the status notes attached.,legit
mailbox storage EXCEEDED. re-authenticate now to UPGRADE quota By END Of day. click the portal: https://mail-support.example.org/verify ref-62315,phish
could you validate the sync time and agenda for today.,legit
response required!! UNUSUAL sign-in detected. verify now to restore access. follow to Open the Portal: HTTPS://HR-PORTAL.EXAMPLE.COM/AUTH Reference your ticket in the portal.,phish
please validate the call time and agenda for today.,legit
immediate notice—security check required. validate immediately via portal within 48 hours. https://mail-support . example . org/auth [ref],phish
Please schedule a SHORT call to DISCUSS the latest AUDIT FINDINGS.,legit
mailbox storage exceeded. confirm right away to upgrade quota Within 48 Hours. open THE secure page: Https://secure-log-in.example.com/v e r I f Y #9831 Reference your ticket in the portal.,phish
we have completed routine maintenance; Please GO Through The status notes attached.,legit
action  required!!  Unusual  sign-in  detected.  re-authenticate  now  to  restore  access.  Use  this  portal:  https://invoice-check.example.net/auth Failure to comply may result in restrictions.,phish
would you please set up a short Sync TO discuss the LATEST audit findings.,legit
MAILBOX storage exceeded. Confirm Right away to upgrade quota no later than 6 hours From now. use this secure page: HTTPS://HR-PORTAL.EXAMPLE.COM/SIGNIN,phish
could you review THE enclosed document and share YOUR COMMENTS by Tomorrow.,legit
IMPORTANT: your user id will be lock unless YOU validate immediately. verification required. tap the url: https://secure-login.example.com/verify,phish
kindly inspect the enclosed summary and Share your feedback tomorrow. ref-62808,legit
hr NOTICE: payroll Update failed. re-authenticate now your passcode NO later than 48 hours from now. TAP the secure page: https://mail-support.example.org/verify,phish
would you please check the provided report and forward your comments tomorrow.,legit
HR  notice:  payroll  update  failed.  re-authenticate  now  your  credentials  within  24  hours.  open  to  open  the  portal:  https://secure-login  .  example  .  com/verify,phish
please confirm the sync time and agenda for today.,legit
Mailbox  storage  exceeded.  re-authenticate  now  to  upgrade  quota  before  48  hour(s)  pass.  tap  the  portal:  https://invoice-check.example.net/update This is an automated notice.,phish
The patch will be deployed after business hours; kindly verify the change window.,legit
TIME-SENSITIVE: your profile will be lock UNLESS you confirm right away. Response required. use this url: HTTPS://ACCOUNT-VERIFY.EXAMPLE.NET/AUTH,phish
would you please Inspect the attached document And share YOUR notes before tomorrow.,legit
mailbox STORAGE exceeded. Re-authenticate now To upgrade quota no LATER than 1 Hours FROM now. click The Link: https://secure-login.example.com/verify,phish
would you please book a short discussion to discuss the latest audit findings.,legit
HR notice: PAYROLL UPDATE failed. Re-authenticate now your PASSCODE no later than 6 Hours FROM now. Open To OPEN the portal: https://account-v E r i f Y.EXAMPLE.NET/V E r I F Y Reference your ticket in the portal.,phish
kindly verify the meeting time and agenda for today.,legit
verification required! Unusual sign-in detected. confirm right away to restore access. Use this portal: https://secure-log-in.example.com/confirm (ticket),phish
please arrange a short discussion to discuss the latest audit findings. ref-63578,legit
Mailbox storage exceeded. validate immediately to upgrade quota no later than 1 hours from now. Use this secure page: https://hr-portal.example.com/confirm,phish
kindly check the attached Summary and send your comments within 24 hours.,legit
"Payment issue detected. To avoid restrict, re-authenticate now your profile. Use this link: https://hr-portal.example.com/update",phish
Please double-check the server patch window and notify the team once completed.,legit
"Payment issue detected. to avoid suspend, confirm Right away your mailbox. follow THE secure Page: https://secure-login . Example . com/signin",phish
could you schedule a short sync to discuss the latest audit findings.,legit
time-sensitive: Your mailbox will be disable unless you verify now. verification required. Use this link: https://mail-support.example.org/confirm #8884 Failure to comply may result in restrictions. ref-56847,phish
Thanks—could You review The summary and share ANY input when convenient. ref-95066,legit
immediate: Your profile will be suspend unless you confirm right away. action required. open to open the portal: Https://invoice-check.example.net/auth,phish
would you please set up a short sync to discuss the latest audit findings.,legit
urgent: Your user ID will be disable unless you verify now. response required. click to open the portal: https://mail-support.example.org/signin,phish
COULD you validate the meeting time and agenda for today.,legit
VERIFICATION Required! UNUSUAL sign-in DETECTED. confirm RIGHT away TO RESTORE Access. Use This secure page: HTTPS://ACCOUNT-VERIFY . example . NET/UPDATE,phish
could you book a short call to discuss the latest audit findings.,legit
"Payment issue detected. to avoid restrict, re-authenticate now your account. use this Url: https://hr-portal.example.com/verify This is an automated notice.",phish
could you Check The incident summary and reply With your notes by eod?,legit
action required! Unusual sign-in detected. validate immediately to restore access. Use this portal: https://secure-login.example.com/signin Do not share this message. ref-60630,phish
The patch will be deployed after business hours; would you please double-check the change window.,legit
important: Your account will be disable unless you confirm right away. response required. tap to open the portal: https://secure-login.example.com/update Failure to comply may result in restrictions.,phish
kindly LOOK OVER The Included Draft AND forward your comments tomorrow. ref-58598,legit
important notice—security check required. verify now via URL within 48 hours. https://account-verify . example . net/verify,phish
We have completed routine maintenance; please check the status notes attached.,legit
immediate  notice—security  check  required.  confirm  right  away  via  URL  within  6  hours.  https://hr-portal  .  example  .  com/auth,phish
please verify the discussion time and agenda for today.,legit
"Payment  issue  detected.  To  avoid  restrict,  confirm  right  away  your  mailbox.  Use  this  link:  https://account-verify  .  example  .  net/verify",phish
